ID,Type,Episodes,Status,Aired,Premiered,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Title_Eng,Title,Score,Ranked,Members,Popularity,Synopsis
608,Movie,1,Finished Airing,"Dec 22, 2001",Unknown,Kadokawa Shoten,Funimation,Production I.G,Game,"Adventure, Sci-Fi",1 hr. 25 min.,PG-13 - Teens 13 or older,5,Sakura Wars: The Movie,Sakura Taisen: Katsudou Shashin,6.43,7047,6712,7263,"The Imperial Fighting Troupe is called again to defend Tokyo against the demons. However, this time, the Douglas-Stewart Company is selling a superior fighting machine that will revolutionize Japan's defense and make the Flower Division obsolete. However, the girls suspect something may be wrong when members of their team begin to vanish! But what can they do when their division has been placed on indefinite stand-by status?"
2895,Movie,1,Finished Airing,"Oct 1, 2001",Unknown,add some,add some,Studio Ghibli,Picture book,"Adventure, Award Winning",16 min.,G - All Ages,1,The Whale Hunt,Kujiratori,6.13,8605,3983,8859,"A group of elementary school children play in their classroom, imagining that they are on a boat in the ocean. This fantasy becomes reality, and soon all the students find themselves stranded in the deep blue sea, looking for their own Moby Dick. Some of the kids want to harpoon the whale, others want to take its picture, and many of the kids are afraid and just want to return home. In the end, a gentle Totoro-esque whale shows up and plays with the children until their fantasy ends and they are again back in school."
1752,Movie,1,Finished Airing,"Dec 22, 2001",Unknown,add some,add some,Madhouse,Original,Unknown,21 min.,PG-13 - Teens 13 or older,3,Di Gi Charat Movie: A Trip To The Planet,Di Gi Charat: Hoshi no Tabi,6.61,5986,3797,8989,"Dejiko decided to take a vacation and visit her home, Planet Di Gi Charat, together with Puchiko, Gema, and (accidentally) Rabi~en~Rose. However, Piyoko and her aids would not let go this chance to capture her."
7329,Movie,1,Finished Airing,"Dec 15, 2001",Unknown,Shogakukan-Shueisha Productions,add some,TMS Entertainment,Unknown,"Adventure, Comedy",54 min.,PG - Children,4,Hamtaro Movie 1: Ham Ham Land Big Adventure,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,6.64,5885,2916,9749,"It's Laura's birthday, and Laura isn't paying much attention to him. Hamtaro then went with the ham-hams to ham ham land. Hamtaro is searching for the magic sunflower seed, but, he will have to battle Maou-hamu for it."
15399,Movie,1,Finished Airing,"Oct 6, 2001",Unknown,Maxell E-Cube,add some,add some,Manga,Unknown,1 hr. 30 min.,R - 17+ (violence & profanity),1,Unknown,The Siamese: First Mission,5.67,10699,638,14469,"The first animated version of ""Siamese Cat,"" a classic work by famous Monkey Punch.

The government secretly organizes a counter-terrorism eradication unit under the Cabinet Research Office to combat the frequent terrorist crimes in Tokyo in the early 21st century. 

Jun and Naomi, who work as DJs for a popular radio show, team up under the code name ""Siamese Cats"" to gather information and calm down incidents more quickly than the police or military."
9817,Movie,1,Finished Airing,"Dec 15, 2001",Unknown,Bliss Pictures,add some,add some,Unknown,Unknown,1 hr. 15 min.,G - All Ages,1,My Life as McDull,McDull: Gushi,6.19,8312,474,15636,"McDull is not the brightest kid on the block, but he continually tries to do his best and please his mother. Although it seems that he may not be destined for great things in life as his mother wishes, McDull never gives up.

The story focuses on several tales about McDull and his childhood. This is told as a narrative reflection of a now adult McDull. These tales muddle up in imaginative uses of Cantonese and heaps of local Hong Kong culture. From tales about a turkey dinner to dreams of following in Lee Lai-shan's footsteps, McDull faces ebbs and flows with his demanding but devoted mother."
52638,Movie,1,Finished Airing,"Nov 22, 2001",Unknown,Konami,add some,add some,Game,"Horror, Suspense",3 min.,R+ - Mild Nudity,0,Unknown,Fukuro,4.88,12657,469,15691,"Fukuro (Japanese for ""bag"" or ""sack"") is a 3-minute short film from 2001. It features Pyramid Head and a Lying Figure from Silent Hill 2, the Fukuro Lady, and many monsters from early sketches for Silent Hill 2. The film contains disturbing, surreal imagery. Credits go to Masahiro Ito (series art director) for creature design and to Akira Yamaoka (series composer) for the music.

It has been published on Art of Silent Hill, Lost Memories: The Art & Music of Silent Hill, and The Silent Hill Experience."
659,Special,1,Finished Airing,"Dec 25, 2001",Unknown,Kadokawa Shoten,ADV Films,J.C.Staff,4-koma manga,Unknown,6 min.,PG-13 - Teens 13 or older,20,Azumanga Daioh: The Very Short Movie,Azumanga Daiou: Gekijou Tanpen,7.04,3963,42130,3299,"In this short movie featuring familiar characters from Azumanga Daioh, Osaka is yet again having a strange dream of Chiyo-Chan's pigtails being posessed. As Chiyo-Chan's pigtails bounce out of the window, who knows if young Chiyo will ever be happy again."
1525,Special,1,Finished Airing,"Dec 30, 2001",Unknown,Studio Jack,4Kids Entertainment,OLM,Game,"Action, Adventure, Comedy, Fantasy",1 hr. 9 min.,PG - Children,8,The Legend of Thunder!,Pokemon Crystal: Raikou Ikazuchi no Densetsu,6.83,4868,23995,4354,"Kenta, a Pokemon master in the making, meets up with his childhood friend, Marina, at a Pokemon Center, to see how their skills have developed. Their battle is interrupted by a thunderstorm and the arrival of Bashou and Buson, two Roketto-Dan members using the Crystal System (which attracts Electric-type Pokemon). Their ultimate goal is to, under the guidance of Shiranui-hakase, bring Pokemon back to Sakaki. Kenta and Marina stumble upon this plan, and they try to stop it, but things get more difficult when the legendary Pokemon Raikou is captured."
632,Special,1,Finished Airing,"Dec 14, 2001",Unknown,add some,add some,Gainax,Manga,"Comedy, Romance, Sci-Fi, Ecchi",24 min.,R+ - Mild Nudity,2,Unknown,Mahoromatic End Year Special,6.89,4582,6663,7295,Recap episode.
6975,Special,1,Finished Airing,"Oct 1, 2001",Unknown,add some,add some,Studio Ghibli,Original,Unknown,14 min.,G - All Ages,1,Koro's Big Day Out,Koro no Dai Sanpo,6.49,6706,3120,9571,"This is a short film about 15 minutes long, which was shown for a limited time only at the Ghibli Museum. Koro is a puppy owned by a little girl in a small town. One day she leaves the front gate ajar when she goes to school. Koro slips out and wanders the streets of the town. He is picked up by a girl riding a bicycle, but slips away at the level train crossing. He meets a friendly old dog and his kindly owners, while his mistress and her father ride around town putting up ""Lost"" signs on the power poles. Koro eventually falls asleep under a delivery van, whose driver gives him a ride. When he gets near home, Koro smells the familiar neighborhood and leaps out of the truck and into the arms of his delighted mistress."
10036,Special,1,Finished Airing,"Oct 24, 2001",Unknown,Victor Entertainment,add some,Production I.G,Manga,"Drama, Romance, Sci-Fi",29 min.,PG-13 - Teens 13 or older,1,Please Save My Earth: The Passing of the Golden Age,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,6.44,6980,1850,11147,"Please Save My Earth Music Image Video: The Passing of the Golden Age contains six music videos with footage not seen in the OVA and scenes taken from the manga, as well as a slightly different version of the OVA ending sequence, and the ending credits for the image videos.

(Source: Wikipedia)

See more info for additional information about these music videos."
42228,Special,1,Finished Airing,"Dec 21, 2001",Unknown,add some,add some,Triangle Staff,Novel,Unknown,3 min.,G - All Ages,0,Unknown,Junkers Come Here Pilot Film,6.08,8902,428,16114,The pilot for Junkers Come Here included with the DVD release of the movie. It was produced in 1993.
52605,Special,1,Finished Airing,Oct 2001,Unknown,add some,add some,add some,Manga,"Adventure, Comedy, Supernatural",30 sec.,PG-13 - Teens 13 or older,0,Unknown,Shounen Sunday CM: Konjiki no Gash!!,5.64,10864,303,17733,Konjiki no Gash!! television commercial for the Shounen Sunday magazine.
71,TV,24,Finished Airing,"Jan 8, 2002 to Jun 18, 2002",Winter 2002,Kadokawa Shoten,ADV Films,Gonzo,Light novel,"Action, Comedy, Sci-Fi",24 min. per ep.,R - 17+ (violence & profanity),4357,Unknown,Full Metal Panic!,7.6,1434,489129,436,"Mithril, a covert military institution using state-of-the-art technology to combat terrorist operations, assigns a specialized team to a sensitive mission. Under the command of superior officer Melissa Mao, sergeants Sousuke Sagara and Kurz Weber must secretly protect Kaname Chidori—a teenage girl who unconsciously holds breakthrough scientific knowledge and is considered a ""Whispered""—from intelligence agencies and other organizations pursuing her abilities.

While Kurz and Melissa are to assist him remotely, Sousuke enrolls at Kaname's high school as one of her classmates to closely monitor her. However, his militaristic upbringing and poor social skills lead to a difficult adjustment to civilian life. Not only does he attract unnecessary attention, but his actions frequently make Kaname suspicious of him.

Despite the earnest attempts to fulfill his duty, a terrorist ambush further complicates Sousuke's task. Recognizing the vicious mastermind behind the assault, Sousuke abandons his orders to ensure Kaname's safety.

[Written by MAL Rewrite]"
195,TV,12,Finished Airing,"Jan 10, 2002 to Mar 28, 2002",Winter 2002,Bandai Visual,Nozomi Entertainment,Daume,Original,"Drama, Romance, Sci-Fi",22 min. per ep.,PG-13 - Teens 13 or older,960,Please Teacher!,Onegai☆Teacher,7.11,3632,174560,1314,"One day, Kei Kusanagi notices a strange glowing woman by the lake. He discovers that the woman is actually an alien officer from the Galaxy Federation named Mizuho Kazami, and even more shocking—she's also his teacher! In spite of this setback, he and his teacher gradually get to know each other and a romance blossoms between them. However, soon enough, the principal of the school finds out about their relationship. The solution? Get married!

Together, the newlyweds must keep their marriage a secret, not only from Kei's high school friends, but also the Galaxy Federation. Onegai☆Teacher is the fragile but comedic love story of an alien and her student.

[Written by MAL Rewrite]"
165,TV,26,Finished Airing,"Jan 21, 2002 to Sep 11, 2002",Winter 2002,Media Factory,ADV Films,Bones,Original,"Action, Award Winning, Drama, Mystery, Romance, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,956,Unknown,RahXephon,7.39,2219,117671,1782,"The ordinary life of high school student Ayato Kamina is turned upside down when Tokyo is suddenly invaded by futuristic fighter jets. Amidst the chaos, he encounters a woman called Haruka Shitow who claims to be from a government organization called TERRA. She reveals that he has been living in a time bubble named ""Tokyo Jupiter"" that was put in place by the Mulians—humanoids from another dimension—in an attempt to isolate and take over Tokyo. TERRA has been trying to break through the barrier surrounding the city ever since. 

Unable to process the revelation, Ayato panics and flees. He runs into his classmate Reika Mishima who leads him to a place called ""The Shrine of Xephon"" where a large egg slumbers. She starts to sing and an unknown power awakens within Ayato, connecting him to a being called RahXephon that breaks out of the egg. Shortly after, Haruka finds him again and tries to make him join her cause of fighting against the Mulians.

Caught between the crosshairs of the Mulians and TERRA, Ayato begins to question his purpose, navigating altered memories and ultimately his very identity in this chaotic new world.

[Written by MAL Rewrite]"
1669,TV,51,Finished Airing,"Jan 7, 2002 to Dec 30, 2002",Winter 2002,TV Tokyo,Nelvana,Nippon Animation,Manga,"Action, Adventure, Comedy, Sci-Fi, Sports",21 min. per ep.,PG - Children,119,Beyblade V-Force,Bakuten Shoot Beyblade 2002,6.71,5502,66919,2562,"The Bladebreakers have to join forces once again because a mysterious group under the lead of Oozuma has defeated them, but the real enemy is not Oozuma. The real threath is formed by a group of people who use cyber-BitBeasts to capture the original ones from the Bladebreakers."
144,TV,13,Finished Airing,"Jan 31, 2002 to Mar 28, 2002",Winter 2002,Movic,add some,Toei Animation,Visual novel,"Drama, Romance, Supernatural",24 min. per ep.,G - All Ages,221,Unknown,Kanon,7.07,3789,65023,2610,"It’s been 7 years since Yuuichi Aizawa visited his aunt Akiko, but now that his parents have gone to Africa to pursue their careers, he is finally back in the little northern town. Yuuichi is not really overjoyed with the prospect of living here though, because all of his memories of this place and the people living in it have mysteriously vanished. His cute cousin Nayuki seems like a stranger as well, even though he used to play with her all the time when they were younger.

On the day of moving into his new home, Yuuichi starts unpacking the boxes and stumbles upon a red headband that no one seems to recognize. This is one of the first clues that will make Yuuichi take a stroll through the snow-covered town and make him start recalling fragments of his past, broken promises and buried secrets. Yuuichi soon realizes that there is something supernatural going on, and all of his new female acquaintances seem to have links to his forgotten past."
